slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,14,2.0,D,2021-04-14,2026-04-03,81,2250.96,460.08,23509.56,49.8,9.238,False,29.63,2.857,7.36,0.216,38.2,-5.63,167.89,-27.09,6,7.4,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,1.0,False,9.0,True,14,1.5,D,2021-04-14,2026-04-03,81,1550.56,316.92,16505.59,34.38,9.219,False,29.63,3.028,5.26,0.229,26.53,-3.69,111.92,-13.54,10,12.3,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,28,2.5,D,2021-04-14,2026-04-03,81,2670.02,545.73,27700.22,59.6,9.157,False,29.63,3.011,9.24,0.208,46.68,-6.53,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,1.25,False,9.0,False,14,2.5,D,2021-04-14,2026-04-03,81,1649.95,337.24,17499.46,36.91,9.136,False,30.86,2.898,5.47,0.231,27.08,-4.17,111.92,-17.36,0,0.0,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,1.25,False,9.0,True,28,3.5,D,2021-04-14,2026-04-03,81,1649.95,337.24,17499.46,36.91,9.136,False,30.86,2.898,5.47,0.231,27.08,-4.17,111.92,-17.36,0,0.0,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,14,3.0,D,2021-04-14,2026-04-03,81,2187.12,447.03,22871.23,49.09,9.107,False,29.63,2.837,7.33,0.215,38.2,-5.67,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,20,2.0,D,2021-04-14,2026-04-03,81,2654.19,542.5,27541.87,59.63,9.097,False,29.63,3.005,9.23,0.207,46.68,-6.54,223.85,-34.78,6,7.4,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,10,2.0,D,2021-04-14,2026-04-03,81,2238.47,457.53,23384.72,50.47,9.065,False,29.63,2.993,7.22,0.215,36.6,-5.15,167.89,-28.74,4,4.9,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,20,3.0,D,2021-04-14,2026-04-03,81,2170.5,443.63,22704.97,49.09,9.038,False,29.63,2.832,7.32,0.214,38.2,-5.68,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,14,2.0,D,2021-04-14,2026-04-03,81,2667.18,545.15,27671.83,60.46,9.017,False,29.63,3.009,9.24,0.208,46.68,-6.53,223.85,-36.12,6,7.4,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,10,2.5,D,2021-04-14,2026-04-03,81,2123.74,434.08,22237.44,48.6,8.931,False,29.63,2.947,7.17,0.213,36.6,-5.23,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,14,2.5,D,2021-04-14,2026-04-03,81,2119.06,433.12,22190.64,48.6,8.911,False,29.63,2.945,7.16,0.213,36.6,-5.23,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,7,2.5,D,2021-04-14,2026-04-03,81,2116.83,432.66,22168.3,48.6,8.902,False,29.63,2.944,7.16,0.213,36.6,-5.24,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,20,2.5,D,2021-04-14,2026-04-03,81,2105.95,430.44,22059.53,48.6,8.856,False,29.63,2.94,7.16,0.212,36.6,-5.24,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
100,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,14,1.5,D,2021-04-14,2026-04-03,107,3001.25,607.65,31012.51,68.85,8.826,False,24.3,2.625,8.18,0.186,54.35,-6.65,223.85,-29.69,14,13.1,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,28,2.5,D,2021-04-14,2026-04-03,81,2089.84,427.15,21898.41,48.6,8.789,False,29.63,2.934,7.15,0.212,36.6,-5.25,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,14,3.0,D,2021-04-14,2026-04-03,81,2545.39,520.26,26453.87,59.6,8.729,False,29.63,2.981,9.19,0.206,46.68,-6.59,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,False,9.0,True,7,2.0,D,2021-04-14,2026-04-03,81,1790.19,365.9,18901.89,42.02,8.707,False,29.63,2.625,6.04,0.229,32.91,-5.28,111.92,-17.36,3,3.7,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.0,False,9.0,True,20,2.0,D,2021-04-14,2026-04-03,81,2069.2,422.93,21691.99,48.63,8.697,False,29.63,2.924,7.14,0.212,36.6,-5.27,167.89,-26.08,6,7.4,BTC-USD,2021_default,atr_quick
