min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-0.565,10.078428571428573,6,7,160,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,39.779,374.84,9.42,8,4.641,55.79,12.02,16,6.99,137.62,19.69,14,14.457,538.73,37.26,18,-0.565,-12.88,22.79,13,4.684,232.43,49.62,36,0.563,13.66,24.26,20
-0.578,4.896714285714286,6,7,130,SMA,44,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,12.751,316.25,24.8,9,4.274,128.63,30.1,17,-0.578,-23.81,41.2,12,4.384,247.97,56.56,22,1.021,34.8,34.09,14,11.709,506.09,43.22,36,0.716,26.58,37.11,25
-0.578,7.528,6,7,160,SMA,30,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,0.799,19.86,24.86,9,1.209,22.32,18.46,22,17.626,369.18,20.95,18,28.7,1419.12,49.45,37,4.553,64.63,14.2,22,0.387,22.33,57.75,50,-0.578,-33.75,58.38,34
-0.58,8.324000000000002,6,7,160,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,1.467,36.46,24.86,9,0.452,11.23,24.86,22,26.748,593.27,22.18,18,25.614,1318.32,51.47,37,3.879,61.54,15.86,22,0.688,40.12,58.28,51,-0.58,-33.99,58.59,34
-0.581,8.604714285714286,6,7,160,SMA,30,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,17.533,497.25,28.36,9,0.091,3.19,35.02,22,10.914,399.89,36.64,18,26.023,1678.79,64.51,37,0.88,26.89,30.57,22,5.373,381.85,71.06,50,-0.581,-32.92,56.65,34
-0.598,10.447714285714286,6,7,130,SMA,60,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,38.205,440.36,11.53,9,6.639,144.22,21.72,15,-0.598,-16.32,27.29,12,16.065,447.59,27.86,13,4.05,87.98,21.72,11,7.073,270.24,38.21,33,1.7,32.8,19.29,19
-0.598,6.538142857142857,6,7,160,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,17.493,263.54,15.07,9,3.775,71.42,18.92,22,9.521,195.71,20.56,18,9.777,512.69,52.44,37,3.396,63.95,18.83,22,2.403,131.92,54.89,50,-0.598,-24.13,40.36,34
-0.605,8.389999999999999,6,7,160,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,25.048,462.46,18.46,8,0.851,21.15,24.86,17,11.713,285.7,24.39,14,20.229,804.59,39.77,18,-0.605,-15.03,24.83,13,1.378,74.4,54.01,37,0.116,3.36,29.09,20
-0.622,6.922428571428571,6,7,160,SMA,30,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,0.799,19.86,24.86,9,0.503,8.86,17.62,22,17.34,361.58,20.85,18,27.126,1355.0,49.95,37,2.86,41.2,14.41,22,0.451,25.39,56.27,50,-0.622,-36.07,58.0,34
-0.623,19.071428571428573,6,7,160,SMA,60,SMA,True,True,True,2.0,2.0,True,8.0,False,14,2.5,D,117.459,1804.17,15.36,8,3.338,86.09,25.79,16,5.999,135.27,22.55,14,5.751,342.42,59.54,18,-0.623,-25.7,41.28,13,1.575,108.65,69.0,36,0.001,0.04,51.41,20
-0.628,7.141285714285714,6,7,160,SMA,60,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,27.889,489.2,17.54,8,3.951,96.85,24.51,16,4.41,155.8,35.32,14,10.313,633.23,61.4,18,-0.628,-26.19,41.69,13,3.894,283.89,72.91,36,0.16,7.51,47.0,20
-0.63,8.458142857142857,6,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,6.126,321.05,52.41,17,0.15,3.64,24.21,25,1.135,32.42,28.56,20,34.349,1846.26,53.75,47,1.344,33.87,25.2,23,16.733,1071.69,64.05,52,-0.63,-38.02,60.35,40
-0.634,10.723714285714284,6,7,160,SMA,60,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,40.569,741.1,18.27,8,4.644,107.86,23.23,16,6.162,221.94,36.02,14,16.653,1022.51,61.4,18,-0.634,-26.68,42.11,13,7.252,545.97,75.28,36,0.42,18.19,43.28,20
-0.639,9.527142857142854,6,7,130,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,38.205,440.36,11.53,9,2.698,58.61,21.72,15,-0.639,-12.9,20.18,12,15.079,420.11,27.86,13,1.8,39.11,21.72,11,7.337,277.49,37.82,33,2.21,40.8,18.46,19
-0.645,21.094,6,7,130,SMA,60,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,106.619,1998.81,18.75,9,-0.645,-23.29,36.1,15,18.442,235.08,12.75,12,18.007,499.82,27.76,13,0.262,5.01,19.14,11,4.953,238.49,48.15,33,0.02,0.48,23.69,19
-0.647,8.941428571428572,6,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,0.819,25.17,30.75,11,3.322,82.56,24.86,21,4.167,90.52,21.72,16,32.639,1565.34,47.96,32,13.236,204.53,15.45,20,9.054,363.94,40.2,47,-0.647,-33.68,52.05,33
-0.654,5.796999999999999,6,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,0.321,9.88,30.75,11,3.322,82.56,24.86,21,3.372,69.07,20.48,16,16.432,788.07,47.96,32,13.236,204.53,15.45,20,4.55,179.44,39.44,47,-0.654,-34.77,53.17,33
-0.655,5.799571428571428,6,7,130,SMA,44,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,13.945,430.12,30.84,9,3.214,108.68,33.82,17,-0.655,-29.3,44.74,12,6.578,382.81,58.19,22,0.757,28.44,37.6,14,15.923,827.39,51.96,36,0.835,33.86,40.56,25
-0.661,19.395714285714284,6,7,100,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,114.277,2505.54,21.93,15,1.095,41.13,37.57,25,2.659,72.38,27.22,20,10.855,519.48,47.86,44,5.605,152.39,27.19,23,1.94,117.4,60.52,52,-0.661,-27.61,41.79,40
-0.663,12.157714285714286,6,7,160,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,27.16,595.49,21.93,9,0.463,12.06,26.07,22,16.416,482.05,29.36,18,38.186,2222.35,58.2,37,1.01,24.01,23.77,22,2.532,168.55,66.58,50,-0.663,-41.65,62.8,34
-0.664,11.714142857142859,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,37.804,569.53,15.07,10,6.639,144.22,21.72,15,-0.664,-20.09,30.24,12,26.353,734.21,27.86,13,4.05,87.98,21.72,11,7.012,272.98,38.93,33,0.805,17.83,22.17,19
-0.671,10.902714285714284,6,7,130,SMA,60,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,28.851,557.51,19.32,9,-0.671,-24.96,37.22,15,10.709,275.98,25.77,12,26.307,837.09,31.82,13,0.053,1.02,19.14,11,10.871,580.33,53.38,33,0.199,5.27,26.44,19
-0.673,4.3624285714285715,6,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,3.707,194.3,52.41,17,0.69,26.93,39.04,25,4.215,116.01,27.52,20,12.184,730.63,59.97,46,5.565,151.98,27.31,23,4.849,324.88,67.0,52,-0.673,-32.11,47.74,40
-0.673,36.95214285714285,6,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,230.753,2685.97,11.64,10,1.089,38.3,35.15,21,1.537,43.69,28.43,16,12.59,634.79,50.42,32,7.213,160.71,22.28,20,6.156,325.0,52.8,46,-0.673,-27.64,41.1,33
-0.675,19.515428571428572,6,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,103.411,1203.7,11.64,10,1.186,41.69,35.15,21,11.28,289.96,25.71,16,11.452,496.96,43.39,32,7.213,160.71,22.28,20,2.741,127.78,46.63,46,-0.675,-28.09,41.6,33
-0.675,6.106142857142857,6,7,160,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,24.454,321.76,13.16,8,2.639,50.47,19.13,16,4.888,118.92,24.33,14,8.515,423.32,49.71,18,-0.675,-23.14,34.27,13,2.885,171.88,59.57,36,0.037,1.36,36.61,20
-0.681,10.417999999999997,6,7,160,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,40.469,563.2,13.92,8,3.343,59.27,17.73,16,6.65,183.57,27.6,14,16.125,801.63,49.71,18,-0.681,-23.64,34.74,13,6.643,417.95,62.91,36,0.377,12.15,32.2,20
-0.687,16.235857142857142,6,7,160,SMA,60,SMA,True,True,True,2.0,2.0,True,9.0,False,14,2.5,D,100.204,1722.51,17.19,8,2.405,69.68,28.97,16,5.464,127.8,23.39,14,4.81,303.4,63.08,18,-0.687,-32.14,46.78,13,1.454,101.39,69.75,36,0.001,0.03,51.41,20
-0.689,12.189285714285713,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,22.474,414.93,18.46,10,6.639,144.22,21.72,15,-0.689,-21.73,31.54,12,37.861,1054.84,27.86,13,4.05,87.98,21.72,11,13.764,546.34,39.69,33,1.226,26.63,21.72,19
-0.692,10.76442857142857,6,7,160,SMA,60,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,40.469,563.2,13.92,8,7.561,134.05,17.73,16,6.373,189.56,29.74,14,16.155,825.48,51.1,18,-0.692,-32.71,47.27,13,5.443,361.95,66.5,36,0.042,1.46,34.56,20
-0.695,8.932714285714287,6,7,160,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,34.506,691.32,20.03,8,3.38,89.62,26.51,16,5.206,201.75,38.76,14,14.176,923.69,65.16,18,-0.695,-33.02,47.53,13,5.782,451.21,78.04,36,0.174,8.11,46.64,20
-0.713,7.198571428571428,6,7,160,SMA,30,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,0.799,19.86,24.86,9,0.104,1.64,15.75,22,16.714,345.44,20.67,18,32.091,1412.45,44.01,37,0.57,9.14,16.06,22,0.825,41.28,50.06,50,-0.713,-38.98,54.65,34
-0.716,7.090857142857142,6,7,160,SMA,30,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,0.799,19.86,24.86,9,4.031,74.42,18.46,22,17.505,371.51,21.22,18,24.445,1364.0,55.8,37,3.336,62.83,18.83,22,0.236,14.15,59.96,50,-0.716,-43.75,61.14,34
-0.716,7.909142857142856,6,7,160,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,1.467,36.46,24.86,9,2.362,58.7,24.86,22,26.577,596.74,22.45,18,22.005,1266.78,57.57,37,3.174,59.77,18.83,22,0.495,29.95,60.46,51,-0.716,-43.94,61.34,34
-0.717,10.687285714285716,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,37.804,569.53,15.07,10,2.698,58.61,21.72,15,-0.717,-16.8,23.42,12,24.813,691.32,27.86,13,1.8,39.11,21.72,11,7.272,280.29,38.54,33,1.141,24.79,21.72,19
-0.735,12.467714285714285,6,7,160,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,40.469,563.2,13.92,8,2.816,49.92,17.73,16,6.711,180.94,26.96,14,30.111,1039.99,34.54,18,-0.735,-25.59,34.83,13,7.683,462.38,60.19,36,0.219,6.81,31.12,20
-0.736,8.692428571428572,6,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,16.563,513.67,31.01,11,1.089,38.3,35.15,21,2.177,63.2,29.03,16,20.286,1127.85,55.6,32,7.213,160.71,22.28,20,14.255,761.28,53.41,46,-0.736,-42.05,57.17,33
-0.738,15.706428571428571,6,7,160,SMA,30,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,88.308,1027.9,11.64,9,0.948,27.07,28.54,22,6.591,173.97,26.4,18,7.49,429.27,57.31,37,6.027,116.54,19.33,22,1.319,82.44,62.49,50,-0.738,-36.18,48.99,34
-0.742,7.842999999999999,6,7,160,SMA,30,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,17.676,387.56,21.93,9,1.073,29.31,27.31,22,10.597,308.31,29.09,18,17.38,1046.7,60.23,37,5.779,115.04,19.91,22,3.138,212.48,67.7,50,-0.742,-37.57,50.6,34
-0.743,9.21642857142857,6,7,130,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,38.205,440.36,11.53,9,1.621,35.22,21.72,15,-0.743,-15.0,20.18,12,14.75,410.95,27.86,13,1.127,24.48,21.72,11,7.722,287.38,37.21,33,1.833,32.43,17.69,19
-0.745,11.106285714285715,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,22.474,414.93,18.46,10,2.698,58.61,21.72,15,-0.745,-18.5,24.86,12,35.703,994.71,27.86,13,1.8,39.11,21.72,11,14.24,559.83,39.32,33,1.574,34.2,21.72,19
-0.747,6.865428571428572,6,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,6.126,321.05,52.41,17,0.69,26.93,39.04,25,1.72,53.03,30.84,20,22.439,1439.4,64.15,47,5.525,151.56,27.43,23,12.305,825.79,67.11,52,-0.747,-48.0,64.25,40
-0.754,11.560285714285714,6,7,160,SMA,60,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,39.779,374.84,9.42,8,2.365,23.98,10.14,16,7.31,133.59,18.28,14,25.445,630.1,24.76,18,-0.754,-17.11,22.69,13,6.638,286.91,43.22,36,0.139,2.91,20.98,20
-0.758,5.955857142857143,6,7,130,SMA,44,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,13.36,331.35,24.8,9,1.668,52.71,31.6,17,-0.758,-29.65,39.1,12,9.048,407.3,45.02,22,1.347,35.48,26.34,14,16.544,632.28,38.22,36,0.482,16.78,34.84,25
-0.766,12.959571428571431,6,7,160,SMA,60,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,40.569,741.1,18.27,8,2.48,57.61,23.23,16,6.249,214.26,34.29,14,32.174,1421.05,44.17,18,-0.766,-33.83,44.14,13,9.903,697.06,70.39,36,0.108,4.22,39.14,20
-0.772,12.180571428571428,6,7,160,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,27.16,595.49,21.93,9,1.185,31.54,26.61,22,17.072,506.93,29.69,18,33.494,2156.27,64.38,37,5.545,113.55,20.48,22,1.58,114.37,72.38,50,-0.772,-51.04,66.12,34
-0.782,23.204285714285714,6,7,160,SMA,60,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,146.145,1974.66,13.51,8,1.491,56.49,37.88,16,4.323,112.03,25.92,14,9.605,530.89,55.28,18,-0.782,-45.63,58.32,13,1.453,99.85,68.73,36,0.195,9.27,47.45,20
-0.79,7.345428571428571,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,24.884,550.71,22.13,9,1.428,56.21,39.36,15,-0.79,-28.57,36.17,12,17.063,754.46,44.22,13,0.907,35.7,39.36,11,6.645,390.26,58.73,33,1.281,42.0,32.8,19
-0.803,3.7727142857142857,6,7,130,SMA,44,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,0.046,0.85,18.46,9,1.075,17.77,16.53,17,-0.803,-17.22,21.45,12,6.91,174.73,25.29,22,1.074,13.74,12.79,14,17.073,407.49,23.87,36,1.034,17.19,16.61,25
-0.804,10.361714285714287,6,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,37.804,569.53,15.07,10,1.621,35.22,21.72,15,-0.804,-18.82,23.42,12,24.3,677.02,27.86,13,1.127,24.48,21.72,11,7.65,290.27,37.94,33,0.834,17.51,20.99,19
-0.807,9.668857142857139,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,37.797,836.49,22.13,9,1.428,56.21,39.36,15,-0.807,-29.75,36.86,12,13.657,664.8,48.68,13,0.907,35.7,39.36,11,12.844,787.8,61.33,33,1.856,60.85,32.8,19
-0.813,7.508571428571429,6,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,14.474,446.44,30.84,9,1.23,42.44,34.51,17,-0.813,-34.79,42.77,12,11.81,579.49,49.07,22,0.997,28.64,28.72,14,24.27,1130.32,46.57,36,0.592,22.75,38.4,25
-0.824,6.203714285714285,6,7,130,SMA,44,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,13.533,335.66,24.8,9,0.951,29.37,30.9,17,-0.824,-31.62,38.4,12,8.502,381.38,44.86,22,0.942,22.92,24.33,14,19.547,713.54,36.5,36,0.775,21.46,27.69,25
-0.824,10.794999999999998,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,22.474,414.93,18.46,10,1.621,35.22,21.72,15,-0.824,-20.49,24.86,12,34.983,974.67,27.86,13,1.127,24.48,21.72,11,14.932,578.23,38.72,33,1.252,26.28,20.99,19
-0.826,9.70442857142857,6,7,130,SMA,60,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,38.298,648.84,16.94,9,3.096,96.02,31.01,15,-0.826,-31.31,37.92,12,14.873,580.69,39.04,13,1.931,59.9,31.01,11,9.668,496.81,51.39,33,0.891,23.89,26.82,19
-0.853,10.096142857142855,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,41.775,659.79,15.79,9,0.86,26.66,31.01,15,-0.853,-24.67,28.92,12,15.952,575.64,36.09,13,0.6,18.61,31.01,11,10.727,537.21,50.08,33,1.612,40.23,24.95,19
-0.863,11.40857142857143,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,33.152,726.86,21.93,10,3.096,96.02,31.01,15,-0.863,-35.81,41.49,12,21.541,841.01,39.04,13,1.931,59.9,31.01,11,20.987,1091.64,52.02,33,0.016,0.55,34.23,19
-0.863,10.280285714285714,6,7,130,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,False,14,2.5,D,33.567,786.09,23.42,9,0.903,39.04,43.21,15,-0.863,-34.7,40.22,12,26.232,1167.84,44.52,13,0.577,24.91,43.21,11,10.176,661.0,64.96,33,1.37,48.87,35.67,19
-0.867,8.024714285714285,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,23.714,437.83,18.46,15,1.07,26.74,24.99,20,-0.867,-25.41,29.29,17,22.965,856.28,37.29,29,2.091,51.98,24.86,14,6.854,336.11,49.03,38,0.346,10.74,31.02,27
-0.87,7.774,6,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,14.65,451.88,30.84,9,0.607,20.55,33.86,17,-0.87,-36.64,42.1,12,11.12,544.0,48.92,22,0.868,21.31,24.56,14,27.107,1222.25,45.09,36,0.936,28.9,30.9,25
-0.881,9.298714285714285,6,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,10.14,311.77,30.75,15,1.07,26.74,24.99,20,-0.881,-26.93,30.57,17,37.864,1411.82,37.29,29,2.091,51.98,24.86,14,14.472,709.61,49.03,38,0.335,11.12,33.16,27
-0.894,11.822285714285714,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,35.445,738.89,20.85,10,0.86,26.66,31.01,15,-0.894,-29.52,33.01,12,23.11,833.92,36.09,13,0.6,18.61,31.01,11,23.183,1175.92,50.72,33,0.452,13.3,29.45,19
-0.929,10.665857142857144,6,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,44.624,667.72,14.96,9,0.56,17.36,31.01,15,-0.929,-26.88,28.92,12,15.749,565.37,35.9,13,1.111,27.32,24.6,11,12.194,580.51,47.61,33,1.352,32.92,24.34,19
-0.949,8.174142857142856,6,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,23.714,437.83,18.46,15,0.427,11.08,25.94,20,-0.949,-27.04,28.49,17,25.714,907.41,35.29,29,1.275,31.68,24.86,14,6.903,339.84,49.23,38,0.135,4.02,29.83,27
-0.949,11.007857142857143,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,29.764,575.6,19.34,9,0.333,13.11,39.36,15,-0.949,-34.32,36.17,12,37.784,1110.53,29.39,13,0.915,28.42,31.05,11,8.466,463.94,54.8,33,0.742,23.11,31.13,19
-0.958,9.703285714285714,6,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,10.14,311.77,30.75,15,0.427,11.08,25.94,20,-0.958,-28.54,29.78,17,42.337,1494.02,35.29,29,1.275,31.68,24.86,14,14.563,716.94,49.23,38,0.139,4.37,31.56,27
-0.958,12.469714285714288,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,37.258,747.6,20.07,10,0.56,17.36,31.01,15,-0.958,-31.62,33.01,12,22.828,819.5,35.9,13,1.111,27.32,24.6,11,26.226,1266.24,48.28,33,0.263,7.6,28.88,19
-0.963,13.739857142857144,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,45.072,871.64,19.34,9,0.333,13.11,39.36,15,-0.963,-35.51,36.86,12,33.472,983.78,29.39,13,0.915,28.42,31.05,11,16.094,927.89,57.66,33,1.256,39.09,31.13,19
-0.994,12.896142857142857,6,7,130,SMA,60,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,47.348,453.26,9.57,9,0.139,2.89,20.85,15,-0.994,-19.78,19.9,12,31.415,488.63,15.55,13,0.75,11.26,15.02,11,10.059,335.44,33.35,33,1.556,21.49,13.81,19
-0.997,14.77414285714286,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,38.63,814.44,21.08,9,0.096,4.09,42.58,15,-0.997,-40.09,40.22,12,49.993,1620.35,32.41,13,0.66,21.95,33.27,11,14.152,860.05,60.77,33,0.885,30.16,34.08,19
-1.012,15.138285714285715,6,7,130,SMA,60,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,44.372,585.27,13.19,10,0.139,2.89,20.85,15,-1.012,-23.42,23.15,12,51.324,798.3,15.55,13,0.75,11.26,15.02,11,9.927,338.73,34.12,33,0.468,7.99,17.09,19
-1.017,16.663,6,7,130,SMA,60,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,23.142,427.26,18.46,10,0.139,2.89,20.85,15,-1.017,-25.01,24.59,12,73.593,1144.68,15.55,13,0.75,11.26,15.02,11,19.102,667.61,34.95,33,0.932,15.92,17.09,19
-1.05,2.997285714285714,6,7,100,SMA,44,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,0.299,4.73,15.84,22,0.233,5.23,22.46,17,8.012,239.7,29.92,38,0.515,8.02,15.58,17,12.787,488.59,38.21,41,0.185,4.21,22.81,33
-1.05,2.3748571428571426,6,7,100,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.448,31.46,21.72,23,0.365,9.52,26.08,17,4.222,178.77,42.34,38,2.024,38.55,19.04,17,9.046,396.76,43.86,41,0.569,14.16,24.9,33
-1.05,2.5581428571428573,6,7,100,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.885,40.95,21.72,23,0.44,12.2,27.75,17,3.661,161.5,44.12,38,3.18,60.56,19.04,17,8.969,389.42,43.42,41,0.822,21.31,25.93,33
-1.05,3.767,6,7,100,SMA,44,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,0.887,21.46,24.21,22,0.188,6.43,34.23,17,8.482,331.18,39.04,38,0.882,22.34,25.33,17,16.692,897.9,53.79,41,0.288,9.61,33.35,33
-1.05,3.4344285714285716,6,7,100,SMA,44,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,0.67,20.3,30.3,23,0.249,8.82,35.47,17,8.775,342.61,39.04,38,1.349,36.96,27.4,17,13.617,776.12,57.0,41,0.431,14.77,34.27,33
-1.05,4.588142857142857,6,7,100,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,-1.05,-74.91,71.37,16,0.092,2.8,30.39,22,0.103,4.15,40.39,17,6.799,358.53,52.73,38,0.362,10.55,29.15,17,25.732,1609.53,62.55,41,0.079,3.23,41.0,33
-1.05,4.389,6,7,100,SMA,44,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,-1.05,-74.91,71.37,16,0.598,18.3,30.6,22,0.106,4.53,42.72,17,7.343,369.55,50.33,38,0.664,21.22,31.94,17,22.87,1467.65,64.17,41,0.192,8.03,41.81,33
-1.05,3.0308571428571427,6,7,100,SMA,44,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,-1.05,-74.91,71.37,16,1.132,44.55,39.36,23,0.235,10.79,45.94,17,3.065,206.9,67.51,38,1.866,65.38,35.03,17,15.549,1078.3,69.35,41,0.419,18.51,44.19,33
-1.05,4.186999999999999,6,7,160,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,8.138,93.8,11.53,18,7.995,157.04,19.64,14,5.03,221.84,44.1,27,2.252,28.75,12.76,16,6.64,278.81,41.99,39,0.304,7.55,24.86,26
-1.05,4.737428571428572,6,7,160,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,10.933,126.02,11.53,18,8.146,160.0,19.64,14,4.961,220.0,44.34,27,3.579,45.67,12.76,16,5.984,263.06,43.96,39,0.609,15.15,24.86,26
-1.05,4.9071428571428575,6,7,160,SMA,44,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,5.418,91.79,16.94,18,7.717,217.62,28.2,14,9.467,415.83,43.92,27,0.705,14.33,20.33,16,12.051,601.77,49.93,39,0.042,1.46,34.67,26
-1.05,4.221,6,7,160,SMA,44,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,6.55,110.97,16.94,18,7.848,221.31,28.2,14,5.219,301.59,57.79,27,1.378,26.24,19.04,16,9.445,512.77,54.29,39,0.157,5.51,35.15,26
