min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-0.764,8.433857142857143,5,7,160,SMA,60,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,27.889,489.2,17.54,8,2.005,49.14,24.51,16,4.459,149.71,33.57,14,20.111,888.26,44.17,18,-0.764,-33.4,43.74,13,5.457,368.64,67.55,36,-0.12,-4.98,41.42,20
-0.77,5.182571428571428,5,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,-0.188,-6.4,34.09,9,1.668,52.71,31.6,17,-0.77,-30.48,39.55,12,6.272,282.34,45.02,22,1.347,35.48,26.34,14,27.259,1204.48,44.19,36,0.69,26.06,37.79,25
-0.778,19.76571428571429,5,7,160,SMA,60,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,117.459,1804.17,15.36,8,1.298,29.19,22.48,16,6.442,129.2,20.06,14,11.327,475.39,41.97,18,-0.778,-31.35,40.29,13,2.95,178.05,60.36,36,-0.338,-14.97,44.28,20
-0.779,16.939285714285713,5,7,160,SMA,60,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,100.204,1722.51,17.19,8,1.464,37.7,25.75,16,5.743,122.4,21.31,14,9.702,444.3,45.79,18,-0.779,-35.84,45.99,13,2.478,156.19,63.04,36,-0.237,-10.9,45.9,20
-0.781,8.430142857142858,5,7,160,SMA,60,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,27.889,489.2,17.54,8,1.742,36.83,21.14,16,4.488,149.19,33.24,14,19.328,862.63,44.63,18,-0.781,-31.79,40.71,13,6.571,429.55,65.37,36,-0.226,-8.86,39.22,20
-0.782,7.179142857142857,5,7,160,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,23.575,455.56,19.32,8,1.872,45.8,24.46,16,4.424,146.25,33.06,14,16.37,799.56,48.84,18,-0.782,-36.25,46.37,13,5.056,353.62,69.94,36,-0.261,-12.22,46.9,20
-0.784,23.958428571428573,5,7,160,SMA,60,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,146.931,3314.77,22.56,8,1.647,60.62,36.81,16,5.74,170.46,29.7,14,11.987,683.87,57.05,18,-0.784,-45.98,58.61,13,2.499,196.49,78.64,36,-0.311,-19.59,63.0,20
-0.784,13.006857142857143,5,7,160,SMA,60,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,40.569,741.1,18.27,8,2.254,44.64,19.8,16,6.289,213.6,33.96,14,30.943,1381.0,44.63,18,-0.784,-32.24,41.13,13,11.78,805.66,68.39,36,-0.003,-0.13,38.14,20
-0.784,10.940999999999999,5,7,160,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,34.506,691.32,20.03,8,2.334,54.09,23.18,16,5.245,194.56,37.1,14,26.741,1306.07,48.84,18,-0.784,-36.67,46.75,13,8.637,631.94,73.16,36,-0.092,-3.88,42.38,20
-0.786,7.025142857142856,5,7,160,SMA,60,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,22.305,562.53,25.22,8,1.951,69.7,35.73,16,3.883,165.2,42.55,14,17.402,1039.35,59.73,18,-0.786,-46.32,58.91,13,4.681,383.6,81.96,36,-0.26,-15.78,60.75,20
-0.788,29.520285714285713,5,7,130,SMA,60,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,167.639,2289.08,13.65,9,-0.788,-35.45,44.99,15,14.287,223.21,15.62,12,20.317,602.08,29.64,13,0.081,1.77,21.8,11,5.123,238.05,46.46,33,-0.017,-0.42,24.56,19
-0.79,28.931857142857147,5,7,100,SMA,30,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,174.233,5120.4,29.39,14,-0.79,-29.26,37.05,25,10.187,297.05,29.16,20,16.808,697.65,41.51,44,0.012,0.23,18.73,23,2.626,139.39,53.07,52,-0.553,-18.86,34.09,40
-0.813,14.341285714285716,5,7,130,SMA,30,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,85.793,1935.5,22.56,10,-0.813,-38.34,47.15,21,4.992,169.29,33.92,16,7.92,414.89,52.38,32,0.254,5.64,22.26,20,2.788,124.65,44.7,46,-0.545,-17.81,32.7,33
-0.813,10.915714285714285,5,7,130,SMA,60,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,27.383,690.62,25.22,9,-0.813,-38.33,47.13,15,9.277,320.68,34.57,12,25.885,1064.61,41.13,13,-0.233,-5.09,21.8,11,14.906,948.07,63.6,33,0.005,0.18,33.47,19
-0.835,5.646285714285713,5,7,130,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,-0.159,-5.43,34.09,9,0.951,29.37,30.9,17,-0.835,-32.46,38.85,12,5.866,263.12,44.86,22,0.942,22.92,24.33,14,31.752,1353.82,42.64,36,1.007,31.19,30.97,25
-0.839,35.398,5,7,130,SMA,30,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,224.025,5054.01,22.56,10,-0.839,-39.58,47.15,21,7.365,282.97,38.42,16,14.183,805.65,56.8,32,0.133,2.96,22.26,20,3.567,203.3,56.99,46,-0.648,-28.97,44.69,33
-0.87,8.368,5,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,18.609,495.18,26.61,15,1.134,40.08,35.33,20,-0.87,-35.36,40.65,17,18.612,945.1,50.78,29,2.39,84.01,35.15,14,19.0,1215.43,63.97,38,-0.299,-13.62,45.49,27
-0.919,4.889857142857143,5,7,130,SMA,44,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,-0.023,-0.61,26.61,9,0.114,2.65,23.27,17,-0.919,-27.38,29.81,12,5.94,211.03,35.53,22,0.681,9.72,14.28,14,27.622,885.05,32.04,36,0.814,19.01,23.35,25
-0.963,6.571857142857143,5,7,130,SMA,44,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,13.88,344.27,24.8,9,-0.37,-10.95,29.6,17,-0.963,-35.6,36.97,12,7.401,329.6,44.54,22,0.335,5.39,16.1,14,25.296,834.98,33.01,36,0.424,11.16,26.32,25
-0.985,3.4337142857142857,5,7,130,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,-0.078,-1.44,18.46,9,4.614,100.23,21.72,17,-0.985,-34.84,35.39,12,4.151,148.29,35.72,22,4.696,86.71,18.46,14,11.378,316.91,27.85,36,0.26,7.24,27.86,25
-0.985,8.268142857142857,5,7,130,SMA,44,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,15.003,462.76,30.84,9,-0.528,-17.22,32.61,17,-0.985,-40.38,41.02,12,9.73,473.11,48.62,22,0.191,3.26,17.01,14,33.863,1424.52,42.07,36,0.603,17.85,29.59,25
-1.001,11.064714285714285,5,7,130,SMA,60,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,31.423,582.69,18.54,9,-0.006,-0.22,37.95,15,-1.001,-35.73,35.7,12,35.565,1037.97,29.19,13,0.63,17.76,28.19,11,9.927,529.18,53.31,33,0.915,23.62,25.82,19
-1.014,14.12257142857143,5,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,47.546,881.66,18.54,9,-0.006,-0.22,37.95,15,-1.014,-36.92,36.39,12,31.481,918.78,29.19,13,0.63,17.76,28.19,11,18.699,1051.92,56.26,33,1.522,39.68,26.07,19
-1.04,14.842142857142857,5,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,40.577,823.89,20.3,9,-0.177,-7.17,40.6,15,-1.04,-40.69,39.12,12,47.065,1516.15,32.21,13,0.571,16.22,28.41,11,15.767,937.76,59.48,33,1.132,31.94,28.21,19
-1.05,2.8840000000000003,5,7,100,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,-1.05,-63.47,60.47,16,2.032,63.02,31.01,23,0.424,16.62,39.22,17,3.1,181.91,58.68,38,3.646,99.88,27.4,17,12.195,704.03,57.73,41,-0.159,-5.88,36.96,33
-1.05,6.053285714285715,5,7,130,SMA,44,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,-1.05,-43.99,41.91,10,2.836,67.59,23.83,17,-0.648,-21.17,32.69,12,5.472,252.56,46.16,22,0.788,20.96,26.61,14,34.972,1378.99,39.43,36,0.003,0.14,39.6,25
-1.05,4.406428571428572,5,7,160,SMA,44,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,4.679,45.09,9.64,18,7.663,150.51,19.64,14,8.537,275.04,32.22,27,0.417,5.49,13.15,16,10.609,358.16,33.76,39,-0.01,-0.23,23.8,26
-1.05,3.3978571428571422,5,7,160,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,9.469,142.65,15.07,18,3.648,105.45,28.9,14,5.141,233.43,45.41,27,1.941,50.27,25.9,16,4.865,228.13,46.89,39,-0.229,-7.67,33.52,26
-1.05,5.188428571428571,5,7,160,SMA,44,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,6.298,60.69,9.64,18,12.341,249.66,20.23,14,16.772,536.3,31.98,27,0.347,4.78,13.77,16,2.184,89.99,41.2,39,-0.573,-23.34,40.7,26
-1.05,5.196428571428571,5,7,160,SMA,44,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,3.31,44.22,13.36,18,7.283,209.49,28.77,14,8.879,398.57,44.89,27,0.177,2.75,15.53,16,17.957,763.82,42.54,39,-0.181,-5.94,32.84,26
-1.05,4.955857142857143,5,7,160,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,9.916,114.3,11.53,18,12.797,258.89,20.23,14,10.056,441.49,43.9,27,2.083,27.87,13.38,16,1.292,62.69,48.51,39,-0.403,-17.81,44.21,26
-1.05,5.5818571428571415,5,7,160,SMA,44,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,12.993,149.77,11.53,18,13.004,263.07,20.23,14,9.927,438.22,44.15,27,3.339,44.68,13.38,16,1.14,57.27,50.25,39,-0.28,-12.41,44.27,26
-1.05,4.115,5,7,160,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,11.156,168.07,15.07,18,6.319,185.93,29.42,14,10.222,462.16,45.21,27,1.863,49.25,26.43,16,0.856,45.25,52.86,39,-0.561,-28.63,51.04,26
-1.05,4.727571428571428,5,7,160,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,13.124,222.35,16.94,18,8.189,230.92,28.2,14,5.025,296.2,58.95,27,0.67,24.45,36.51,16,7.46,437.37,58.63,39,-0.325,-11.44,35.15,26
-1.05,3.937571428571428,5,7,160,SMA,44,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,0.179,4.17,23.25,19,16.276,353.58,21.72,14,9.466,326.27,34.47,27,0.185,2.85,15.44,16,3.127,131.15,41.94,40,-0.62,-28.7,46.3,26
-1.05,5.327428571428571,5,7,160,SMA,44,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,4.365,58.32,13.36,18,10.433,305.58,29.29,14,15.046,672.49,44.7,27,0.128,2.06,16.13,16,8.971,456.27,50.86,39,-0.601,-26.32,43.81,26
-1.05,3.7574285714285716,5,7,160,SMA,44,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,1.61,40.03,24.86,19,16.831,365.64,21.72,14,5.748,264.15,45.96,27,1.692,25.49,15.07,16,1.95,95.85,49.15,40,-0.479,-23.7,49.48,26
-1.05,5.557285714285714,5,7,160,SMA,44,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,6.507,110.24,16.94,18,11.011,316.34,28.73,14,16.011,700.09,43.73,27,0.649,13.56,20.9,16,6.215,355.41,57.19,39,-0.442,-20.95,47.46,26
-1.05,5.648142857142857,5,7,160,SMA,44,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,-1.05,-46.41,44.22,8,4.711,87.91,18.66,18,7.425,267.28,36.0,14,9.125,505.31,55.38,27,0.233,5.95,25.56,16,19.214,1089.18,56.69,39,-0.121,-5.14,42.58,26
-1.05,4.0602857142857145,5,7,160,SMA,44,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,2.565,63.75,24.86,19,17.083,371.11,21.72,14,5.672,262.0,46.19,27,2.786,41.97,15.07,16,1.746,88.84,50.88,40,-0.38,-18.81,49.54,26
-1.05,4.671571428571428,5,7,160,SMA,44,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,7.743,131.17,16.94,18,11.18,321.21,28.73,14,8.978,517.47,57.64,27,1.294,25.38,19.61,16,4.925,300.01,60.91,39,-0.369,-18.02,48.88,26
-1.05,5.302999999999999,5,7,160,SMA,44,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,-1.05,-46.41,44.22,8,5.013,110.94,22.13,18,7.544,271.57,36.0,14,9.438,517.39,54.82,27,0.422,11.54,27.36,16,15.799,941.79,59.61,39,-0.045,-1.93,43.38,26
-1.05,2.730714285714286,5,7,160,SMA,44,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,-1.05,-26.09,24.86,8,3.057,75.99,24.86,19,8.791,270.28,30.75,14,5.881,277.69,47.22,27,1.667,46.45,27.86,16,1.371,73.3,53.45,40,-0.602,-33.49,55.67,26
-1.05,5.442571428571428,5,7,160,SMA,44,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,-1.05,-36.89,35.15,8,14.917,252.73,16.94,18,11.622,333.92,28.73,14,8.653,508.85,58.8,27,0.639,23.61,36.96,16,3.916,253.08,64.62,39,-0.599,-30.31,50.6,26
-1.065,10.960285714285716,5,7,130,SMA,60,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,34.028,596.87,17.54,9,-0.635,-22.48,35.38,15,-1.065,-36.97,34.72,12,31.203,897.79,28.77,13,0.17,3.1,18.25,11,12.554,630.51,50.22,33,0.467,11.2,23.98,19
-1.077,13.464142857142855,5,7,130,SMA,60,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,49.119,683.57,13.92,9,-0.384,-10.47,27.24,15,-1.077,-29.42,27.3,12,28.746,662.36,23.04,13,0.445,7.34,16.47,11,16.127,711.92,44.15,33,1.273,24.08,18.92,19
-1.077,13.815857142857144,5,7,130,SMA,60,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,49.36,901.7,18.27,9,-0.635,-22.48,35.38,15,-1.077,-38.16,35.42,12,24.513,793.2,32.36,13,0.17,3.1,18.25,11,23.322,1244.6,53.37,33,1.058,25.38,23.98,19
-1.077,14.557999999999998,5,7,130,SMA,60,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,42.066,842.78,20.03,9,-0.71,-28.01,39.48,15,-1.077,-41.86,38.85,12,41.321,1314.83,31.82,13,0.053,1.02,19.14,11,19.551,1110.49,56.8,33,0.702,18.55,26.44,19
-1.078,13.19257142857143,5,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,18.609,495.18,26.61,15,0.361,9.84,27.23,19,-1.078,-41.71,38.7,17,51.112,1460.15,28.57,29,0.364,11.88,32.67,14,23.187,1413.56,60.96,38,-0.207,-8.24,39.8,27
-1.081,16.595,5,7,130,SMA,60,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,41.345,765.02,18.5,10,-0.384,-10.47,27.24,15,-1.081,-34.02,31.48,12,41.477,955.7,23.04,13,0.445,7.34,16.47,11,34.334,1540.4,44.87,33,0.029,0.7,23.78,19
-0.248,17.276857142857143,4,7,160,SMA,44,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,98.658,1835.92,18.61,8,-0.038,-0.81,21.36,18,2.547,95.21,37.39,14,10.654,540.98,50.78,27,-0.138,-2.8,20.36,16,9.503,352.14,37.06,39,-0.248,-9.72,39.19,26
-0.261,23.789428571428576,4,7,160,SMA,60,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,146.145,1974.66,13.51,8,-0.261,-7.1,27.17,16,7.237,140.14,19.36,14,9.574,475.93,49.71,18,-0.253,-5.93,23.41,13,4.343,233.13,53.68,36,-0.259,-9.85,37.96,20
-0.293,18.430571428571426,4,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,105.702,3552.52,33.61,13,0.063,2.41,38.48,19,-0.293,-8.96,30.6,17,18.871,808.05,42.82,28,-0.037,-1.6,43.33,14,4.787,342.79,71.61,38,-0.079,-3.59,45.47,27
-0.346,19.297571428571427,4,7,100,SMA,44,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,119.057,2717.24,22.82,14,-0.276,-6.98,25.33,22,-0.346,-11.96,34.6,17,5.913,226.18,38.25,37,0.135,2.32,17.12,17,10.861,435.85,40.13,41,-0.261,-7.12,27.25,33
-0.354,7.107285714285714,4,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,10.262,349.84,34.09,15,-0.178,-6.42,35.98,19,-0.354,-13.44,38.0,17,25.318,1041.56,41.14,29,-0.013,-0.5,37.25,14,14.37,1009.31,70.24,38,0.346,12.8,36.98,27
-0.408,19.238571428571426,4,7,100,SMA,44,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,106.017,2596.53,24.49,14,-0.368,-10.19,27.73,22,-0.408,-15.25,37.39,17,18.583,624.59,33.61,37,0.071,1.28,18.02,17,11.016,439.8,39.92,41,-0.241,-6.31,26.17,33
-0.425,6.132714285714286,4,7,100,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,10.46,353.36,33.78,15,-0.339,-13.79,40.7,19,-0.425,-16.98,40.0,17,21.323,970.78,45.53,29,-0.098,-3.75,38.12,14,11.859,869.33,73.31,38,0.149,5.8,39.02,27
-0.496,7.376285714285714,4,7,100,SMA,60,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,13.625,330.62,24.27,15,-0.496,-14.96,30.14,19,-0.309,-8.29,26.87,17,25.05,832.22,33.22,29,-0.209,-4.91,23.45,14,13.785,773.91,56.14,38,0.188,5.11,27.13,27
-0.545,48.02028571428571,4,7,100,SMA,44,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,267.973,5294.95,19.76,13,-0.545,-18.55,34.01,22,6.49,208.07,32.06,17,52.845,1034.55,19.58,37,-0.088,-1.83,20.72,17,9.736,407.99,41.9,41,-0.269,-7.15,26.6,33
-0.585,59.900285714285715,4,7,100,SMA,60,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,340.524,3254.58,9.56,12,-0.585,-20.19,34.54,19,28.399,286.79,10.1,17,46.526,833.47,17.91,28,-0.481,-14.01,29.14,14,5.106,267.34,52.36,38,-0.187,-5.77,30.89,27
-0.646,24.422857142857143,4,7,160,SMA,60,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,146.931,3314.77,22.56,8,-0.179,-4.54,25.36,16,8.077,206.45,25.56,14,10.976,614.64,56.0,18,-0.274,-6.56,23.95,13,6.075,415.23,68.35,36,-0.646,-32.68,50.57,20
-0.695,8.083,4,7,100,SMA,60,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,13.012,401.05,30.82,15,-0.695,-27.75,39.91,19,-0.347,-11.61,33.41,17,24.477,1041.64,42.56,29,-0.443,-12.17,27.48,14,20.576,1344.41,65.34,38,0.001,0.05,34.09,27
-0.696,5.465142857142857,4,7,100,SMA,30,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,-0.341,-15.6,45.79,17,-0.357,-5.97,16.71,25,1.703,31.82,18.69,20,30.405,1266.69,41.66,47,0.777,12.53,16.13,23,6.765,322.25,47.63,52,-0.696,-37.0,53.13,40
-0.704,26.104999999999997,4,7,130,SMA,30,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,159.857,2455.4,15.36,10,-0.704,-25.96,36.86,21,-0.028,-0.94,33.54,16,16.47,834.72,50.68,32,0.375,7.03,18.73,20,7.254,356.21,49.1,46,-0.489,-14.54,29.75,33
-0.707,12.472285714285716,4,7,100,SMA,30,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,-0.079,-3.63,45.79,17,-0.357,-5.97,16.71,25,2.742,51.1,18.64,20,71.035,2959.38,41.66,47,0.462,8.82,19.08,23,14.21,676.87,47.63,52,-0.707,-39.26,55.56,40
-0.751,7.515999999999999,4,7,100,SMA,30,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,28.316,1072.5,37.88,17,-0.751,-25.19,33.55,25,2.351,62.33,26.52,20,16.714,1025.84,61.38,45,-0.089,-1.89,21.16,23,6.686,412.37,61.67,52,-0.615,-25.01,40.67,40
-0.773,37.311571428571426,4,7,100,SMA,30,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,231.881,5714.23,24.64,15,-0.773,-27.39,35.44,25,1.825,52.72,28.89,20,23.615,1222.93,51.79,44,-0.219,-4.83,22.02,23,5.477,348.18,63.57,52,-0.625,-26.2,41.94,40
-0.774,10.254714285714286,4,7,160,SMA,60,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,25.048,462.46,18.46,8,-0.161,-4.01,24.99,17,12.103,279.1,23.06,14,33.755,937.45,27.77,18,-0.774,-19.15,24.73,13,2.07,99.71,48.16,37,-0.258,-6.24,24.22,20
-0.779,39.74757142857142,4,7,130,SMA,30,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,246.412,4235.83,17.19,10,-0.779,-30.8,39.57,21,-0.092,-3.48,37.99,16,24.229,1407.9,58.11,32,0.248,4.86,19.61,20,8.691,523.8,60.27,46,-0.476,-17.54,36.86,33
-0.801,29.25171428571429,4,7,130,SMA,60,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,162.266,3897.01,24.02,9,-0.801,-36.89,46.06,15,16.536,329.61,19.93,12,19.871,729.11,36.69,13,-0.037,-0.8,21.8,11,7.246,448.33,61.88,33,-0.319,-10.68,33.47,19
-0.817,5.366142857142857,4,7,100,SMA,30,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,3.957,235.1,59.42,17,-0.817,-32.63,39.96,25,3.53,94.7,26.83,20,19.933,1255.79,63.0,46,-0.096,-2.04,21.3,23,11.708,801.11,68.42,52,-0.652,-29.95,45.96,40
-0.826,20.209714285714284,4,7,160,SMA,30,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,121.696,2745.46,22.56,9,-0.826,-34.92,42.25,22,5.672,285.71,50.37,18,11.764,893.45,75.95,37,-0.09,-2.28,25.32,22,3.98,278.3,69.93,50,-0.728,-44.1,60.56,34
-0.829,11.234142857142857,4,7,160,SMA,30,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,70.359,1587.31,22.56,9,-0.829,-35.26,42.55,22,3.752,136.91,36.48,18,3.795,258.99,68.25,37,-0.039,-0.96,24.25,22,2.236,109.93,49.15,50,-0.635,-25.89,40.79,34
-0.834,27.878142857142855,4,7,160,SMA,30,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,181.188,4087.61,22.56,9,-0.834,-36.05,43.22,22,5.684,241.13,42.42,18,6.767,495.17,73.18,37,-0.065,-1.62,24.78,22,3.132,185.59,59.27,50,-0.725,-43.27,59.65,34
-0.847,62.135,4,7,100,SMA,30,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,414.416,12178.93,29.39,15,-0.847,-37.16,43.86,25,1.798,55.24,30.72,20,16.133,994.72,61.66,44,-0.224,-4.69,20.94,23,4.323,274.74,63.55,52,-0.654,-30.31,46.34,40
-0.855,5.116999999999999,4,7,100,SMA,30,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,3.053,193.0,63.22,17,-0.855,-38.46,44.98,25,2.781,81.16,29.19,20,22.922,1556.43,67.9,45,-0.225,-4.98,22.15,23,8.799,633.52,72.0,52,-0.656,-30.68,46.73,40
-0.866,25.643285714285714,4,7,130,SMA,30,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,152.681,3444.49,22.56,10,-0.866,-40.82,47.15,21,6.642,311.68,46.92,16,16.0,1044.18,65.26,32,-0.067,-1.49,22.26,20,5.755,364.05,63.26,46,-0.642,-28.09,43.74,33
-0.872,55.4512857142857,4,7,100,SMA,30,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,352.248,10351.92,29.39,15,-0.872,-41.57,47.66,25,1.542,57.08,37.03,20,30.268,1919.35,63.41,44,-0.482,-13.39,27.77,23,6.141,448.82,73.09,52,-0.686,-35.8,52.21,40
-0.974,6.341,4,7,130,SMA,44,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,-0.102,-3.48,34.09,9,-0.37,-10.95,29.6,17,-0.974,-36.45,37.43,12,4.881,224.73,46.04,22,0.335,5.39,16.1,14,39.946,1577.0,39.48,36,0.671,19.91,29.67,25
-1.026,13.125,4,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,18.609,495.18,26.61,15,-0.108,-4.17,38.63,20,-1.026,-40.19,39.16,17,53.005,1516.17,28.6,29,0.696,24.47,35.15,14,20.776,1306.94,62.91,38,-0.077,-3.17,41.33,27
-1.05,2.9092857142857147,4,7,100,SMA,44,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,1.85,51.96,28.08,23,-0.109,-3.31,30.47,17,3.782,169.08,44.71,38,7.401,140.95,19.04,17,8.595,361.64,42.08,41,-0.104,-3.3,31.7,33
-1.05,3.9570000000000003,4,7,100,SMA,44,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,-1.05,-48.06,45.79,16,0.112,1.78,15.97,22,-0.945,-23.96,25.35,17,16.178,479.96,29.67,38,0.482,7.65,15.88,17,13.476,516.74,38.35,41,-0.554,-22.5,40.62,33
